#Conversion of scaffold names used in genome assemblies (left) and in this manuscript (right)

scaffold1_size1318325_1_614794	scaffold1_1
scaffold499_size129835	scaffold499_1
scaffold500_size129786	scaffold500_1
scaffold501_size129646	scaffold501_1
scaffold502_size129625	scaffold502_1
scaffold503_size129310	scaffold503_1
scaffold504_size129278	scaffold504_1
scaffold505_size129082	scaffold505_1
scaffold506_size129025_1_112362	scaffold506_1
scaffold506_size129025_113144_129025	scaffold506_2
scaffold507_size128795	scaffold507_1
scaffold508_size128697	scaffold508_1
scaffold509_size128658	scaffold509_1
scaffold510_size128595_1_6229	scaffold510_1
scaffold510_size128595_6733_38322	scaffold510_2
scaffold510_size128595_39749_45841	scaffold510_3
scaffold510_size128595_47044_48315	scaffold510_4
scaffold510_size128595_52853_128595	scaffold510_5
scaffold511_size128581	scaffold511_1
scaffold512_size128402	scaffold512_1
scaffold513_size128367	scaffold513_1
scaffold514_size128306	scaffold514_1
scaffold515_size128136	scaffold515_1
scaffold516_size128090	scaffold516_1
scaffold517_size127934	scaffold517_1
scaffold518_size127666	scaffold518_1
scaffold519_size127612_1_100674	scaffold519_1
scaffold519_size127612_101458_127612	scaffold519_2
scaffold520_size127513	scaffold520_1
scaffold521_size127419	scaffold521_1
scaffold522_size127374	scaffold522_1
scaffold523_size127373_1_14794	scaffold523_1
scaffold523_size127373_16061_127373	scaffold523_2
scaffold524_size127290	scaffold524_1
scaffold525_size127214	scaffold525_1
scaffold526_size144580	scaffold526_1
scaffold527_size159105	scaffold527_1
scaffold528_size127092_1_63983	scaffold528_1
scaffold528_size127092_66174_67592	scaffold528_2
scaffold528_size127092_72807_74599	scaffold528_3
scaffold528_size127092_75901_127092	scaffold528_4
scaffold529_size127056	scaffold529_1
scaffold530_size126939	scaffold530_1
scaffold531_size126815	scaffold531_1
scaffold532_size126607_1_119296	scaffold532_1
scaffold532_size126607_120989_126607	scaffold532_2
scaffold533_size126451	scaffold533_1
scaffold534_size128007	scaffold534_1
scaffold535_size126182	scaffold535_1
scaffold536_size126171	scaffold536_1
scaffold537_size125890	scaffold537_1
scaffold538_size125847_1_29445	scaffold538_1
scaffold538_size125847_29447_125847	scaffold538_2
scaffold539_size125780_1_53984	scaffold539_1
scaffold539_size125780_55421_125780	scaffold539_2
scaffold540_size125735	scaffold540_1
scaffold541_size125625	scaffold541_1
scaffold542_size125447	scaffold542_1
scaffold543_size125304	scaffold543_1
scaffold544_size125009	scaffold544_1
scaffold545_size124634	scaffold545_1
scaffold546_size124549_1_74030	scaffold546_1
scaffold546_size124549_75872_80889	scaffold546_2
scaffold546_size124549_86447_124549	scaffold546_3
scaffold547_size152864_1_27350	scaffold547_1
scaffold547_size152864_28368_152864	scaffold547_2
scaffold548_size124492	scaffold548_1
scaffold549_size124451	scaffold549_1
scaffold550_size124390	scaffold550_1
scaffold551_size124379_1_91820	scaffold551_1
scaffold551_size124379_91837_124379	scaffold551_2
scaffold552_size124373_1_107620	scaffold552_1
scaffold552_size124373_107622_124373	scaffold552_2
scaffold553_size123952	scaffold553_1
scaffold554_size123915	scaffold554_1
scaffold555_size123896	scaffold555_1
scaffold556_size123845	scaffold556_1
scaffold557_size123689	scaffold557_1
scaffold558_size123679	scaffold558_1
scaffold559_size123608_1_72600	scaffold559_1
scaffold559_size123608_72602_123608	scaffold559_2
scaffold560_size123535_1_25614	scaffold560_1
scaffold560_size123535_25616_123535	scaffold560_2
scaffold561_size123365_1_81492	scaffold561_1
scaffold561_size123365_83011_85941	scaffold561_2
scaffold561_size123365_88229_123365	scaffold561_3
scaffold562_size123252	scaffold562_1
scaffold563_size123140_1_45748	scaffold563_1
scaffold563_size123140_45751_50306	scaffold563_2
scaffold563_size123140_53145_123140	scaffold563_3
scaffold564_size123081	scaffold564_1
scaffold565_size122935	scaffold565_1
scaffold566_size122904	scaffold566_1
scaffold567_size122846_1_59632	scaffold567_1
scaffold567_size122846_60139_122846	scaffold567_2
scaffold568_size122801	scaffold568_1
scaffold569_size122639	scaffold569_1
scaffold570_size122634	scaffold570_1
scaffold571_size122577	scaffold571_1
scaffold572_size122538	scaffold572_1
scaffold573_size206785	scaffold573_1
scaffold574_size122377	scaffold574_1
scaffold575_size122193	scaffold575_1
scaffold576_size121830	scaffold576_1
scaffold577_size121733	scaffold577_1
scaffold578_size121693	scaffold578_1
scaffold579_size121641_1_5413	scaffold579_1
scaffold579_size121641_5415_6835	scaffold579_2
scaffold579_size121641_10562_121641	scaffold579_3
scaffold580_size121306	scaffold580_1
scaffold581_size121262_1_71218	scaffold581_1
scaffold581_size121262_72335_73801	scaffold581_2
scaffold581_size121262_75057_121262	scaffold581_3
scaffold582_size121253	scaffold582_1
scaffold583_size121251	scaffold583_1
scaffold584_size121221	scaffold584_1
scaffold585_size121214	scaffold585_1
scaffold586_size121191	scaffold586_1
scaffold587_size120928	scaffold587_1
scaffold588_size120899	scaffold588_1
scaffold589_size120887	scaffold589_1
scaffold590_size120828	scaffold590_1
scaffold591_size120700	scaffold591_1
scaffold592_size120640	scaffold592_1
scaffold593_size120594_1_75387	scaffold593_1
scaffold593_size120594_75389_120594	scaffold593_2
scaffold594_size120551	scaffold594_1
scaffold595_size120503	scaffold595_1
scaffold596_size120389	scaffold596_1
scaffold597_size120374	scaffold597_1
scaffold598_size120359	scaffold598_1
scaffold599_size120356_1_76686	scaffold599_1
scaffold599_size120356_77439_120356	scaffold599_2
scaffold600_size120342	scaffold600_1
scaffold601_size120208	scaffold601_1
scaffold602_size120189	scaffold602_1
scaffold603_size119737	scaffold603_1
scaffold604_size119705_1_42277	scaffold604_1
scaffold604_size119705_44267_119705	scaffold604_2
scaffold605_size119655	scaffold605_1
scaffold606_size119630	scaffold606_1
scaffold607_size119589_1_79738	scaffold607_1
scaffold607_size119589_81305_86975	scaffold607_2
scaffold607_size119589_86977_119589	scaffold607_3
scaffold608_size119490	scaffold608_1
scaffold609_size119482	scaffold609_1
scaffold610_size119374_1_71211	scaffold610_1
scaffold610_size119374_73244_119374	scaffold610_2
scaffold611_size119241	scaffold611_1
scaffold612_size118904	scaffold612_1
scaffold613_size118823	scaffold613_1
scaffold614_size118817	scaffold614_1
scaffold615_size118771	scaffold615_1
scaffold616_size118748_1_50286	scaffold616_1
scaffold616_size118748_50873_118748	scaffold616_2
scaffold617_size118679	scaffold617_1
scaffold618_size118508	scaffold618_1
scaffold619_size118498	scaffold619_1
scaffold620_size118483	scaffold620_1
scaffold621_size118400	scaffold621_1
scaffold622_size118360	scaffold622_1
scaffold623_size118343_1_108361	scaffold623_1
scaffold623_size118343_109149_118343	scaffold623_2
scaffold624_size118226_1_14427	scaffold624_1
scaffold624_size118226_15559_118226	scaffold624_2
scaffold625_size118110	scaffold625_1
scaffold626_size118027	scaffold626_1
scaffold627_size118001	scaffold627_1
scaffold628_size117955	scaffold628_1
scaffold629_size117900_1_16340	scaffold629_1
scaffold629_size117900_17999_20064	scaffold629_2
scaffold629_size117900_24801_117900	scaffold629_3
scaffold630_size117877	scaffold630_1
scaffold631_size117773	scaffold631_1
scaffold632_size117757	scaffold632_1
scaffold633_size117616	scaffold633_1
scaffold634_size117593	scaffold634_1
scaffold635_size117427_1_27478	scaffold635_1
scaffold635_size117427_27663_117427	scaffold635_2
scaffold636_size117376	scaffold636_1
scaffold637_size117351_1_8547	scaffold637_1
scaffold637_size117351_8867_117351	scaffold637_2
scaffold638_size117287	scaffold638_1
scaffold639_size116939	scaffold639_1
scaffold640_size116936	scaffold640_1
scaffold641_size116885	scaffold641_1
scaffold642_size116792	scaffold642_1
scaffold643_size116756	scaffold643_1
scaffold644_size116752	scaffold644_1
scaffold645_size116745	scaffold645_1
scaffold646_size116608	scaffold646_1
scaffold647_size116606	scaffold647_1
scaffold648_size116551	scaffold648_1
scaffold649_size127313_1_116542	scaffold649_1
scaffold649_size127313_118521_127313	scaffold649_2
scaffold650_size116486	scaffold650_1
scaffold651_size116376_1_54709	scaffold651_1
scaffold651_size116376_54711_116376	scaffold651_2
scaffold652_size116366	scaffold652_1
scaffold653_size116351	scaffold653_1
scaffold654_size116296	scaffold654_1
scaffold655_size116236	scaffold655_1
scaffold656_size116225_1_37417	scaffold656_1
scaffold656_size116225_37601_50706	scaffold656_2
scaffold656_size116225_52305_116225	scaffold656_3
scaffold657_size116217_1_98539	scaffold657_1
scaffold657_size116217_98541_101432	scaffold657_2
scaffold657_size116217_103585_116217	scaffold657_3
scaffold658_size116206_1_39644	scaffold658_1
scaffold658_size116206_41872_116206	scaffold658_2
scaffold659_size188310	scaffold659_1
scaffold660_size146517_1_116002	scaffold660_1
scaffold660_size146517_116717_117706	scaffold660_2
scaffold660_size146517_119982_120863	scaffold660_3
scaffold660_size146517_122985_146517	scaffold660_4
scaffold661_size115971	scaffold661_1
scaffold662_size115835	scaffold662_1
scaffold663_size115759	scaffold663_1
scaffold664_size115678	scaffold664_1
scaffold665_size115655	scaffold665_1
scaffold666_size115520	scaffold666_1
scaffold667_size115341_1_75127	scaffold667_1
scaffold667_size115341_75576_97349	scaffold667_2
scaffold667_size115341_98311_100054	scaffold667_3
scaffold667_size115341_105644_115341	scaffold667_4
scaffold668_size115247	scaffold668_1
scaffold669_size114983	scaffold669_1
scaffold670_size114841	scaffold670_1
scaffold671_size114748	scaffold671_1
scaffold672_size114694	scaffold672_1
scaffold673_size114583	scaffold673_1
scaffold674_size114397	scaffold674_1
scaffold675_size114331	scaffold675_1
scaffold676_size114315	scaffold676_1
scaffold677_size114269	scaffold677_1
scaffold678_size114115	scaffold678_1
scaffold679_size114077	scaffold679_1
scaffold680_size114002	scaffold680_1
scaffold681_size114002	scaffold681_1
scaffold682_size113641	scaffold682_1
scaffold683_size113615	scaffold683_1
scaffold684_size113531_1_5356	scaffold684_1
scaffold684_size113531_6087_113531	scaffold684_2
scaffold685_size113499	scaffold685_1
scaffold686_size113445	scaffold686_1
scaffold687_size113435_1_90036	scaffold687_1
scaffold687_size113435_90306_113435	scaffold687_2
scaffold688_size113367	scaffold688_1
scaffold689_size113354	scaffold689_1
scaffold690_size113328	scaffold690_1
scaffold691_size113312	scaffold691_1
scaffold692_size113264	scaffold692_1
scaffold693_size113128	scaffold693_1
scaffold694_size112988	scaffold694_1
scaffold695_size112952_1_18118	scaffold695_1
scaffold695_size112952_18143_112952	scaffold695_2
scaffold696_size112878	scaffold696_1
scaffold697_size112783	scaffold697_1
scaffold698_size112777	scaffold698_1
scaffold699_size112723	scaffold699_1
scaffold700_size112711	scaffold700_1
scaffold701_size163472_1_112676	scaffold701_1
scaffold701_size163472_113011_139353	scaffold701_2
scaffold701_size163472_139355_163472	scaffold701_3
scaffold702_size112628	scaffold702_1
scaffold703_size112596	scaffold703_1
scaffold704_size112443_1_83946	scaffold704_1
scaffold704_size112443_84260_112443	scaffold704_2
scaffold705_size112404	scaffold705_1
scaffold706_size112281	scaffold706_1
scaffold707_size112051_1_82479	scaffold707_1
scaffold707_size112051_82848_112051	scaffold707_2
scaffold708_size112001	scaffold708_1
scaffold709_size111923_1_67177	scaffold709_1
scaffold709_size111923_67693_73173	scaffold709_2
scaffold709_size111923_73175_81801	scaffold709_3
scaffold709_size111923_82058_111923	scaffold709_4
scaffold710_size111916_1_98553	scaffold710_1
scaffold710_size111916_98555_111916	scaffold710_2
scaffold711_size111827	scaffold711_1
scaffold712_size111825_1_95792	scaffold712_1
scaffold712_size111825_96163_111825	scaffold712_2
scaffold713_size111617	scaffold713_1
scaffold714_size111371_1_79699	scaffold714_1
scaffold714_size111371_79925_111371	scaffold714_2
scaffold715_size111256_1_82933	scaffold715_1
scaffold715_size111256_82935_111256	scaffold715_2
scaffold716_size111251_1_23221	scaffold716_1
scaffold716_size111251_24063_111251	scaffold716_2
scaffold717_size111019_1_5357	scaffold717_1
scaffold717_size111019_6653_111019	scaffold717_2
scaffold718_size110946_1_16706	scaffold718_1
scaffold718_size110946_17278_18577	scaffold718_2
scaffold718_size110946_24133_110946	scaffold718_3
scaffold719_size110862_1_6475	scaffold719_1
scaffold719_size110862_8216_20394	scaffold719_2
scaffold719_size110862_20940_110862	scaffold719_3
scaffold720_size110856_1_29343	scaffold720_1
scaffold720_size110856_29345_110856	scaffold720_2
scaffold721_size110809	scaffold721_1
scaffold722_size110792	scaffold722_1
scaffold723_size110784	scaffold723_1
scaffold724_size110783	scaffold724_1
scaffold725_size110564	scaffold725_1
scaffold726_size110548	scaffold726_1
scaffold727_size110489	scaffold727_1
scaffold728_size110439	scaffold728_1
scaffold729_size110201	scaffold729_1
scaffold730_size110129	scaffold730_1
scaffold731_size110070	scaffold731_1
scaffold732_size109997_1_53173	scaffold732_1
scaffold732_size109997_53831_109997	scaffold732_2
scaffold733_size109913	scaffold733_1
scaffold734_size109902	scaffold734_1
scaffold735_size121742_1_10487	scaffold735_1
scaffold735_size121742_11961_121742	scaffold735_2
scaffold736_size109720	scaffold736_1
scaffold737_size109628_1_7043	scaffold737_1
scaffold737_size109628_8297_109628	scaffold737_2
scaffold738_size109601	scaffold738_1
scaffold739_size109564	scaffold739_1
scaffold740_size109499_1_99121	scaffold740_1
scaffold740_size109499_99123_99828	scaffold740_2
scaffold740_size109499_105090_106424	scaffold740_3
scaffold740_size109499_108016_109499	scaffold740_4
scaffold741_size109498	scaffold741_1
scaffold742_size109419	scaffold742_1
scaffold743_size109373	scaffold743_1
scaffold744_size109360	scaffold744_1
scaffold745_size109323	scaffold745_1
scaffold746_size109302	scaffold746_1
scaffold747_size109075	scaffold747_1
scaffold748_size109073	scaffold748_1
scaffold749_size108862	scaffold749_1
scaffold750_size108834	scaffold750_1
scaffold751_size108823	scaffold751_1
scaffold752_size108815	scaffold752_1
scaffold753_size108776	scaffold753_1
scaffold754_size108754_1_93954	scaffold754_1
scaffold754_size108754_95471_108754	scaffold754_2
scaffold755_size108628	scaffold755_1
scaffold756_size108537	scaffold756_1
scaffold757_size108496	scaffold757_1
scaffold758_size108398	scaffold758_1
scaffold759_size108388	scaffold759_1
scaffold760_size108352_1_20696	scaffold760_1
scaffold760_size108352_22682_108352	scaffold760_2
scaffold761_size108299_1_69890	scaffold761_1
scaffold761_size108299_69892_108299	scaffold761_2
scaffold762_size108271_1_82185	scaffold762_1
scaffold762_size108271_83034_108271	scaffold762_2
scaffold763_size108152	scaffold763_1
scaffold764_size107840_1_70829	scaffold764_1
scaffold764_size107840_71701_107840	scaffold764_2
scaffold765_size107790	scaffold765_1
scaffold766_size107762_1_71435	scaffold766_1
scaffold766_size107762_71437_72786	scaffold766_2
scaffold766_size107762_77535_107762	scaffold766_3
scaffold767_size107752	scaffold767_1
scaffold768_size107744	scaffold768_1
scaffold769_size107735	scaffold769_1
scaffold770_size107732	scaffold770_1
scaffold771_size107656	scaffold771_1
scaffold772_size107654	scaffold772_1
scaffold773_size107607	scaffold773_1
scaffold774_size107597	scaffold774_1
scaffold775_size107593	scaffold775_1
scaffold776_size107474	scaffold776_1
scaffold777_size107325	scaffold777_1
scaffold778_size107204	scaffold778_1
scaffold779_size107201	scaffold779_1
scaffold780_size107173	scaffold780_1
scaffold781_size107064_1_65505	scaffold781_1
scaffold781_size107064_66847_107064	scaffold781_2
scaffold782_size107062	scaffold782_1
scaffold783_size106874	scaffold783_1
scaffold784_size106860	scaffold784_1
scaffold785_size106843	scaffold785_1
scaffold786_size106817_1_58644	scaffold786_1
scaffold786_size106817_59699_106817	scaffold786_2
scaffold787_size106769	scaffold787_1
scaffold788_size106700	scaffold788_1
scaffold789_size106641	scaffold789_1
scaffold790_size106621	scaffold790_1
scaffold791_size106611	scaffold791_1
scaffold792_size106585	scaffold792_1
scaffold793_size106575	scaffold793_1
scaffold794_size106471	scaffold794_1
scaffold795_size106427	scaffold795_1
scaffold796_size106373	scaffold796_1
scaffold797_size106264	scaffold797_1
scaffold798_size106022_1_45671	scaffold798_1
scaffold798_size106022_47377_67475	scaffold798_2
scaffold798_size106022_68042_106022	scaffold798_3
scaffold799_size105974	scaffold799_1
scaffold800_size105836	scaffold800_1
scaffold801_size105734	scaffold801_1
scaffold802_size105693	scaffold802_1
scaffold803_size105681	scaffold803_1
scaffold804_size105631	scaffold804_1
scaffold805_size105600	scaffold805_1
scaffold806_size105595_1_11060	scaffold806_1
scaffold806_size105595_12710_105595	scaffold806_2
scaffold807_size105589	scaffold807_1
scaffold808_size105586	scaffold808_1
scaffold809_size105585	scaffold809_1
scaffold810_size105521	scaffold810_1
scaffold811_size105516_1_88880	scaffold811_1
scaffold811_size105516_90041_91700	scaffold811_2
