scaffold	pos	zscore	pvalue	adjpvalue	beta	FDRpvalue	absBetax1000
scaffold216_size179776	178975	-5.301356098	4.51E-06	1.22E-05	-6.86E-05	0.044909352	6.86E-02
scaffold218_size179080_106326_111032	3199	-5.321678284	4.23E-06	1.13E-05	-6.95E-05	0.043565973	6.95E-02
scaffold218_size179080_106326_111032	3217	-5.725003067	1.15E-06	2.32E-06	-6.81E-05	0.020753539	6.81E-02
scaffold218_size179080_106326_111032	3588	-5.497548715	2.40E-06	5.73E-06	-5.39E-05	0.031622874	5.39E-02
scaffold219_size178778	62488	-5.389291291	3.40E-06	8.72E-06	-0.000140981	0.038878033	1.41E-01
scaffold221_size188237_1_29282	19681	-5.711659186	1.20E-06	2.45E-06	-3.51E-05	0.021183137	3.51E-02
scaffold221_size188237_35750_121220	17007	-5.435178306	2.93E-06	7.31E-06	-2.31E-05	0.035661278	2.31E-02
scaffold223_size177318	99360	-5.355585411	3.79E-06	9.92E-06	-0.000127568	0.040936669	1.28E-01
scaffold225_size176217_95677_176217	36679	-5.289712755	4.68E-06	1.27E-05	-8.59E-05	0.045888434	8.59E-02
scaffold226_size175911	72220	5.891778956	6.71E-07	1.17E-06	0.000189514	0.01497367	1.90E-01
scaffold226_size175911	74971	5.280930366	4.82E-06	1.32E-05	0.000127775	0.046543357	1.28E-01
scaffold226_size175911	75061	5.711048584	1.20E-06	2.45E-06	0.000133107	0.021218052	1.33E-01
scaffold226_size175911	75257	6.590801597	6.99E-08	5.39E-08	0.000166164	0.002830175	1.66E-01
scaffold226_size175911	75313	5.61853087	1.62E-06	3.56E-06	0.000146708	0.025725466	1.47E-01
scaffold226_size175911	75426	7.244229613	8.59E-09	2.27E-09	0.000165404	0.000505789	1.65E-01
scaffold226_size175911	75461	6.675865818	5.32E-08	3.63E-08	0.000168006	0.002174094	1.68E-01
scaffold226_size175911	75475	7.544508461	3.31E-09	4.82E-10	0.000178586	0.000240543	1.79E-01
scaffold226_size175911	75480	7.55846867	3.17E-09	4.48E-10	0.000176373	0.000234665	1.76E-01
scaffold226_size175911	75834	6.187056464	2.58E-07	3.31E-07	0.000143928	0.008106585	1.44E-01
scaffold226_size175911	75905	6.053878162	3.97E-07	5.88E-07	0.000137924	0.011066035	1.38E-01
scaffold226_size175911	75997	6.683642016	5.18E-08	3.50E-08	0.000153942	0.00216818	1.54E-01
scaffold226_size175911	76044	6.715942041	4.67E-08	3.00E-08	0.000131331	0.001999786	1.31E-01
scaffold226_size175911	76122	7.304281672	7.09E-09	1.67E-09	0.000146822	0.000409239	1.47E-01
scaffold226_size175911	76183	6.723625811	4.56E-08	2.90E-08	0.000163698	0.00195867	1.64E-01
scaffold226_size175911	76287	7.327133548	6.60E-09	1.49E-09	0.00017047	0.000390238	1.70E-01
scaffold226_size175911	76440	6.025160697	4.36E-07	6.65E-07	0.00012756	0.011755545	1.28E-01
scaffold226_size175911	76609	6.67872973	5.27E-08	3.58E-08	0.000159013	0.002174094	1.59E-01
scaffold226_size175911	76630	7.053311654	1.58E-08	5.90E-09	0.000159358	0.00074493	1.59E-01
scaffold226_size175911	76738	5.298251227	4.56E-06	1.23E-05	0.000120915	0.045263124	1.21E-01
scaffold226_size175911	76776	5.896562458	6.61E-07	1.14E-06	0.000115526	0.014851731	1.16E-01
scaffold226_size175911	77236	6.593902027	6.92E-08	5.31E-08	0.000130432	0.002826093	1.30E-01
scaffold226_size175911	77548	5.364026039	3.69E-06	9.61E-06	9.39E-05	0.04038897	9.39E-02
scaffold226_size175911	100944	-5.260525327	5.14E-06	1.42E-05	-7.14E-05	0.048174842	7.14E-02
scaffold228_size175174	49951	-5.397176922	3.32E-06	8.46E-06	-5.97E-05	0.03837795	5.97E-02
scaffold228_size175174	49952	-5.397176922	3.32E-06	8.46E-06	-5.97E-05	0.03837795	5.97E-02
scaffold228_size175174	152081	5.383958263	3.46E-06	8.90E-06	0.000163006	0.039108231	1.63E-01
scaffold231_size174123	30866	-6.064334282	3.84E-07	5.63E-07	-7.44E-05	0.010742185	7.44E-02
scaffold240_size170785	114450	-5.561205785	1.95E-06	4.47E-06	-0.00011127	0.028374768	1.11E-01
scaffold241_size170751_1_64217	7599	-5.525440834	2.19E-06	5.14E-06	-7.32E-05	0.030338213	7.32E-02
scaffold241_size170751_65247_170751	29913	-5.783417163	9.53E-07	1.83E-06	-7.08E-05	0.01841628	7.08E-02
scaffold241_size170751_65247_170751	30079	-5.900994504	6.51E-07	1.12E-06	-0.000119703	0.014725538	1.20E-01
scaffold241_size170751_65247_170751	31444	-5.480304813	2.54E-06	6.13E-06	-4.47E-05	0.032554656	4.47E-02
scaffold241_size170751_65247_170751	34173	-5.588853634	1.79E-06	4.00E-06	-7.51E-05	0.027215778	7.51E-02
scaffold241_size170751_65247_170751	34196	-5.490856816	2.45E-06	5.89E-06	-8.27E-05	0.031885198	8.27E-02
scaffold241_size170751_65247_170751	34647	-6.504094884	9.25E-08	8.03E-08	-8.97E-05	0.003557532	8.97E-02
scaffold241_size170751_65247_170751	34927	-5.71639488	1.18E-06	2.40E-06	-0.000100796	0.020973069	1.01E-01
scaffold241_size170751_65247_170751	35980	-5.36566666	3.67E-06	9.55E-06	-0.000104963	0.04025531	1.05E-01
scaffold241_size170751_65247_170751	36046	-5.420087945	3.08E-06	7.75E-06	-0.000111213	0.03679207	1.11E-01
scaffold241_size170751_65247_170751	36484	-5.497202868	2.40E-06	5.74E-06	-0.000112788	0.031622874	1.13E-01
scaffold241_size170751_65247_170751	36493	-5.363430749	3.70E-06	9.63E-06	-0.000107218	0.040391961	1.07E-01
scaffold241_size170751_65247_170751	36501	-5.572865111	1.88E-06	4.26E-06	-0.000117158	0.028003715	1.17E-01
scaffold241_size170751_65247_170751	36524	-5.33841258	4.01E-06	1.06E-05	-0.000108909	0.042078719	1.09E-01
scaffold241_size170751_65247_170751	36530	-5.391428539	3.38E-06	8.65E-06	-0.000109878	0.038767479	1.10E-01
scaffold241_size170751_65247_170751	36554	-5.500328333	2.38E-06	5.67E-06	-0.000110809	0.031471772	1.11E-01
scaffold241_size170751_65247_170751	36774	-5.274848201	4.91E-06	1.35E-05	-0.000111396	0.047092111	1.11E-01
scaffold243_size168924	39804	-5.647856545	1.48E-06	3.16E-06	-0.000153225	0.024193891	1.53E-01
scaffold247_size167482_11107_167482	107882	-5.343035638	3.95E-06	1.04E-05	-3.11E-05	0.041801097	3.11E-02
scaffold249_size167069	67637	5.343119594	3.95E-06	1.04E-05	0.000200984	0.041801097	2.01E-01
scaffold254_size166296	10225	-5.657676634	1.43E-06	3.04E-06	-0.000207082	0.0237236	2.07E-01
scaffold254_size166296	10237	-5.520774419	2.23E-06	5.24E-06	-0.000205314	0.03057195	2.05E-01
scaffold257_size165569	131234	-6.297744887	1.80E-07	2.03E-07	-7.03E-05	0.006130318	7.03E-02
scaffold257_size165569	155203	-5.568621606	1.91E-06	4.34E-06	-9.35E-05	0.028203414	9.35E-02
scaffold257_size165569	156170	-5.413892865	3.14E-06	7.94E-06	-0.000110895	0.037076997	1.11E-01
scaffold257_size165569	163071	-5.950766479	5.54E-07	9.11E-07	-7.24E-05	0.013260565	7.24E-02
scaffold258_size165373	74650	-5.23806974	5.53E-06	1.55E-05	-0.000139115	0.049622236	1.39E-01
scaffold259_size165221	62748	-5.417757149	3.10E-06	7.82E-06	-6.55E-05	0.036896911	6.55E-02
scaffold259_size165221	62945	-5.717662062	1.18E-06	2.39E-06	-8.04E-05	0.020968668	8.04E-02
scaffold259_size165221	62989	-5.39093525	3.38E-06	8.67E-06	-8.37E-05	0.038789138	8.37E-02
scaffold259_size165221	63159	-5.438155304	2.91E-06	7.23E-06	-7.63E-05	0.035434229	7.63E-02
scaffold259_size165221	122682	6.224484429	2.29E-07	2.81E-07	6.55E-05	0.007410959	6.55E-02
scaffold260_size165177	87387	-5.379116575	3.51E-06	9.07E-06	-8.92E-05	0.039529688	8.92E-02
scaffold260_size165177	88911	-6.166284102	2.76E-07	3.62E-07	-7.61E-05	0.008459288	7.61E-02
scaffold260_size165177	88928	-6.1823957	2.62E-07	3.38E-07	-5.88E-05	0.008214524	5.88E-02
scaffold260_size165177	134686	-5.339091586	4.00E-06	1.06E-05	-0.00010155	0.042033825	1.02E-01
scaffold260_size165177	134693	-5.70719459	1.22E-06	2.49E-06	-0.000105572	0.021388166	1.06E-01
scaffold262_size165026	73522	5.36174102	3.72E-06	9.69E-06	0.000188116	0.040556266	1.88E-01
scaffold265_size163924	21431	5.672465705	1.36E-06	2.87E-06	0.000166498	0.022990902	1.66E-01
scaffold266_size163898	10866	5.649608967	1.47E-06	3.14E-06	0.000196717	0.024077236	1.97E-01
scaffold267_size163524	11796	-5.746812601	1.07E-06	2.12E-06	-6.83E-05	0.019857914	6.83E-02
scaffold267_size163524	11833	-6.05219719	3.99E-07	5.93E-07	-7.46E-05	0.011091078	7.46E-02
scaffold267_size163524	11929	-5.5170973	2.25E-06	5.31E-06	-7.60E-05	0.030740184	7.60E-02
scaffold269_size163303	71679	-6.30034265	1.79E-07	2.01E-07	-3.23E-05	0.006091284	3.23E-02
scaffold271_size162977	13541	5.251937236	5.29E-06	1.47E-05	0.000161643	0.048592611	1.62E-01
scaffold271_size162977	13543	5.241938036	5.46E-06	1.53E-05	0.000157012	0.049374129	1.57E-01
scaffold272_size162852	116075	-5.825035045	8.33E-07	1.54E-06	-0.000128089	0.016762427	1.28E-01
scaffold277_size161450	74895	-5.632165455	1.55E-06	3.37E-06	-0.000131652	0.025102776	1.32E-01
scaffold277_size161450	77174	5.505441214	2.34E-06	5.56E-06	0.000165754	0.031271247	1.66E-01
scaffold280_size160499_21165_160499	41854	-5.443958325	2.85E-06	7.06E-06	-5.82E-05	0.035076491	5.82E-02
scaffold281_size160409_91005_160409	32661	-5.253575878	5.26E-06	1.46E-05	-5.93E-05	0.04852941	5.93E-02
scaffold285_size159522_1_147697	121540	-5.908070341	6.36E-07	1.09E-06	-0.000107761	0.014445413	1.08E-01
scaffold285_size159522_1_147697	121561	-5.651162367	1.46E-06	3.12E-06	-0.000103239	0.024033204	1.03E-01
scaffold288_size159169_1_106203	49293	5.586828623	1.80E-06	4.03E-06	0.000220359	0.027262909	2.20E-01
scaffold288_size159169_1_106203	49321	5.974668546	5.13E-07	8.24E-07	0.000225423	0.012918124	2.25E-01
scaffold291_size158381	114675	-5.863152833	7.36E-07	1.31E-06	-6.42E-05	0.015822539	6.42E-02
scaffold293_size158015	18081	5.831534224	8.15E-07	1.50E-06	0.000108081	0.01647938	1.08E-01
scaffold294_size157993	10689	5.505111399	2.34E-06	5.57E-06	0.000168425	0.031271247	1.68E-01
scaffold294_size157993	10734	-5.607959513	1.68E-06	3.71E-06	-0.000138843	0.026223424	1.39E-01
scaffold294_size157993	10980	5.88764467	6.80E-07	1.19E-06	0.000185401	0.015095514	1.85E-01
scaffold296_size157647	69766	7.485152	3.99E-09	6.58E-10	0.000324298	0.000252057	3.24E-01
scaffold297_size219900	111755	5.239122634	5.51E-06	1.54E-05	0.000147792	0.049579936	1.48E-01
scaffold298_size157564	42329	-5.389260032	3.40E-06	8.72E-06	-8.09E-05	0.038878033	8.09E-02
scaffold298_size157564	93492	-5.262716849	5.11E-06	1.41E-05	-6.04E-05	0.048101078	6.04E-02
scaffold299_size157374_58342_157374	94146	-5.37383088	3.57E-06	9.26E-06	-0.000110266	0.039820306	1.10E-01
scaffold302_size156110	71231	-5.351877239	3.84E-06	1.01E-05	-0.000103466	0.041218182	1.03E-01
scaffold302_size156110	71315	-5.313295159	4.34E-06	1.17E-05	-9.95E-05	0.044059252	9.95E-02
scaffold302_size156110	71531	-5.562146838	1.95E-06	4.45E-06	-9.04E-05	0.028374768	9.04E-02
scaffold302_size156110	71750	-5.377654533	3.53E-06	9.12E-06	-8.09E-05	0.039592068	8.09E-02
scaffold302_size156110	73098	-5.740078916	1.10E-06	2.18E-06	-7.71E-05	0.020099929	7.71E-02
scaffold302_size156110	73122	-5.24980401	5.32E-06	1.48E-05	-5.94E-05	0.048735252	5.94E-02
scaffold303_size156103_10928_156103	59768	-5.240603909	5.48E-06	1.53E-05	-3.20E-05	0.049420383	3.20E-02
scaffold305_size158791	70073	-5.280699728	4.82E-06	1.32E-05	-5.82E-05	0.046543357	5.82E-02
scaffold309_size155518	52900	5.735419905	1.11E-06	2.22E-06	0.000195192	0.02039923	1.95E-01
scaffold309_size155518	52969	5.78066685	9.61E-07	1.85E-06	0.000202742	0.018512764	2.03E-01
scaffold309_size155518	52997	6.032078253	4.26E-07	6.46E-07	0.000223846	0.011558141	2.24E-01
scaffold309_size155518	53014	5.821235142	8.43E-07	1.56E-06	0.000220042	0.016939103	2.20E-01
scaffold309_size155518	134407	-5.541043007	2.09E-06	4.83E-06	-0.000126203	0.02971633	1.26E-01
scaffold318_size154113	24555	-5.962754654	5.33E-07	8.66E-07	-5.14E-05	0.013083987	5.14E-02
scaffold318_size154113	24762	-6.034529827	4.23E-07	6.39E-07	-6.31E-05	0.01152895	6.31E-02
scaffold318_size154113	24803	-5.856206732	7.53E-07	1.35E-06	-5.61E-05	0.015987805	5.61E-02
scaffold318_size154113	25131	-5.495259027	2.42E-06	5.79E-06	-5.94E-05	0.031682515	5.94E-02
scaffold318_size154113	25730	-5.261053226	5.14E-06	1.42E-05	-5.37E-05	0.048145963	5.37E-02
scaffold318_size154113	26577	-6.219339603	2.32E-07	2.87E-07	-4.95E-05	0.007513059	4.95E-02
scaffold318_size154113	26581	-5.984717783	4.97E-07	7.90E-07	-4.90E-05	0.012654512	4.90E-02
scaffold318_size154113	26749	-5.438938826	2.90E-06	7.20E-06	-6.17E-05	0.035360003	6.17E-02
scaffold318_size154113	140461	-5.252495547	5.28E-06	1.47E-05	-9.33E-05	0.048592611	9.33E-02
scaffold326_size153415	152274	-5.326052592	4.17E-06	1.11E-05	-5.69E-05	0.043182293	5.69E-02
scaffold327_size153373	91540	5.748954985	1.07E-06	2.10E-06	0.000100873	0.019844096	1.01E-01
scaffold327_size153373	91552	5.81783878	8.52E-07	1.59E-06	9.73E-05	0.017012207	9.73E-02
scaffold337_size151880	9835	-5.256100237	5.22E-06	1.45E-05	-9.96E-05	0.04852941	9.96E-02
scaffold337_size151880	9839	-5.74330083	1.08E-06	2.15E-06	-0.000103178	0.019930208	1.03E-01
scaffold337_size151880	10359	-5.32300906	4.21E-06	1.12E-05	-0.000113506	0.043428569	1.14E-01
scaffold337_size151880	10401	-5.861098734	7.41E-07	1.33E-06	-0.000125794	0.015822539	1.26E-01
scaffold337_size151880	11043	-5.310018955	4.39E-06	1.18E-05	-0.000105372	0.044252398	1.05E-01
scaffold337_size151880	11070	-5.758835652	1.03E-06	2.02E-06	-0.000110139	0.019464542	1.10E-01
scaffold337_size151880	11199	-6.035461334	4.21E-07	6.37E-07	-0.000107349	0.01150306	1.07E-01
scaffold337_size151880	11220	-5.589920064	1.78E-06	3.99E-06	-0.000105467	0.027167974	1.05E-01
scaffold337_size151880	11261	-5.98865843	4.90E-07	7.77E-07	-0.000110075	0.012557561	1.10E-01
scaffold337_size151880	11263	-5.98865843	4.90E-07	7.77E-07	-0.000110075	0.012557561	1.10E-01
scaffold337_size151880	11289	-5.728820147	1.14E-06	2.28E-06	-0.000104957	0.020690588	1.05E-01
scaffold337_size151880	11384	-5.698219892	1.26E-06	2.58E-06	-0.000107196	0.021758849	1.07E-01
scaffold337_size151880	11411	-5.620867114	1.61E-06	3.52E-06	-0.000106726	0.025711445	1.07E-01
scaffold337_size151880	11424	-5.502465844	2.36E-06	5.63E-06	-0.000109538	0.031358228	1.10E-01
scaffold337_size151880	11494	-5.820185184	8.46E-07	1.57E-06	-0.000115474	0.016959956	1.15E-01
scaffold337_size151880	11502	-5.960454736	5.37E-07	8.75E-07	-0.000122235	0.013133052	1.22E-01
scaffold337_size151880	12835	-5.721575174	1.16E-06	2.35E-06	-0.000115529	0.020894001	1.16E-01
scaffold337_size151880	12839	-5.285656459	4.75E-06	1.29E-05	-0.000116907	0.04617631	1.17E-01
scaffold337_size151880	12860	-5.596603537	1.74E-06	3.88E-06	-0.000116331	0.026845003	1.16E-01
scaffold337_size151880	12873	-5.315005568	4.32E-06	1.16E-05	-0.000110633	0.043974807	1.11E-01
scaffold337_size151880	12874	-5.315005568	4.32E-06	1.16E-05	-0.000110633	0.043974807	1.11E-01
scaffold337_size151880	12893	-5.520500175	2.23E-06	5.24E-06	-0.000115392	0.03057195	1.15E-01
scaffold337_size151880	12894	-5.520500175	2.23E-06	5.24E-06	-0.000115392	0.03057195	1.15E-01
scaffold337_size151880	12907	-5.463673102	2.68E-06	6.54E-06	-0.000114038	0.033587589	1.14E-01
scaffold337_size151880	13018	6.638333892	6.00E-08	4.32E-08	0.000136863	0.002447314	1.37E-01
scaffold337_size151880	13829	-5.285319058	4.75E-06	1.30E-05	-0.000113568	0.04617631	1.14E-01
scaffold337_size151880	13899	-5.230511303	5.66E-06	1.59E-05	-0.000105097	0.049985237	1.05E-01
scaffold337_size151880	13908	-5.287351812	4.72E-06	1.29E-05	-0.000109781	0.046071083	1.10E-01
scaffold337_size151880	14689	-5.290158365	4.68E-06	1.27E-05	-0.000106332	0.045881134	1.06E-01
scaffold337_size151880	14691	-5.290158365	4.68E-06	1.27E-05	-0.000106332	0.045881134	1.06E-01
scaffold337_size151880	14780	-5.230311101	5.67E-06	1.59E-05	-0.00011006	0.049992668	1.10E-01
scaffold337_size151880	14871	-5.361214906	3.72E-06	9.71E-06	-8.43E-05	0.040568024	8.43E-02
scaffold337_size151880	14890	-5.29778089	4.56E-06	1.24E-05	-7.70E-05	0.045327791	7.70E-02
scaffold337_size151880	16113	-5.365576311	3.67E-06	9.55E-06	-0.000105087	0.04025531	1.05E-01
scaffold337_size151880	16125	-5.864426355	7.33E-07	1.31E-06	-9.39E-05	0.015822539	9.39E-02
scaffold337_size151880	16272	-5.553330475	2.00E-06	4.61E-06	-8.09E-05	0.028768559	8.09E-02
scaffold337_size151880	16278	-5.473824804	2.59E-06	6.29E-06	-8.35E-05	0.033068118	8.35E-02
scaffold337_size151880	16319	-5.26037695	5.15E-06	1.42E-05	-8.55E-05	0.048174842	8.55E-02
scaffold337_size151880	16320	-5.26037695	5.15E-06	1.42E-05	-8.55E-05	0.048174842	8.55E-02
scaffold338_size151875	122232	-6.005287781	4.65E-07	7.24E-07	-7.10E-05	0.012236359	7.10E-02
scaffold351_size149505	126870	-6.076856511	3.69E-07	5.33E-07	-6.12E-05	0.010447225	6.12E-02
scaffold351_size149505	126972	-5.282381982	4.80E-06	1.31E-05	-6.19E-05	0.046431924	6.19E-02
scaffold355_size148869_1_90760	50453	-5.714990517	1.19E-06	2.41E-06	-0.000107659	0.021020766	1.08E-01
scaffold355_size148869_92492_148869	42467	5.632786659	1.55E-06	3.36E-06	9.92E-05	0.025094046	9.92E-02
scaffold356_size148859_121616_148859	576	-5.480265399	2.54E-06	6.14E-06	-6.37E-05	0.032554656	6.37E-02
scaffold358_size148447	99167	-5.429945949	2.98E-06	7.46E-06	-0.000129469	0.035955054	1.29E-01
scaffold358_size148447	99186	-5.449214969	2.80E-06	6.92E-06	-0.00015177	0.034774472	1.52E-01
scaffold364_size148094_1_33556	7579	-5.233259977	5.62E-06	1.58E-05	-7.01E-05	0.049925868	7.01E-02
scaffold364_size148094_1_33556	14929	-5.513774898	2.28E-06	5.38E-06	-8.54E-05	0.030872594	8.54E-02
scaffold364_size148094_1_33556	19005	-5.280585605	4.82E-06	1.32E-05	-9.27E-05	0.046543357	9.27E-02
scaffold364_size148094_1_33556	19048	-5.68014398	1.33E-06	2.78E-06	-0.000124212	0.022699463	1.24E-01
scaffold364_size148094_1_33556	19073	-5.623632636	1.60E-06	3.48E-06	-0.000115495	0.0255911	1.15E-01
scaffold364_size148094_1_33556	19093	-5.519599675	2.23E-06	5.26E-06	-0.000152922	0.03057195	1.53E-01
scaffold364_size148094_1_33556	19103	-5.52975434	2.16E-06	5.05E-06	-6.78E-05	0.030182973	6.78E-02
scaffold364_size148094_1_33556	19144	-5.9325265	5.88E-07	9.84E-07	-0.000175558	0.013803416	1.76E-01
scaffold364_size148094_1_33556	19151	-5.9325265	5.88E-07	9.84E-07	-0.000175558	0.013803416	1.76E-01
scaffold364_size148094_1_33556	22852	-5.533262991	2.14E-06	4.99E-06	-8.52E-05	0.029905729	8.52E-02
scaffold364_size148094_1_33556	27987	-5.56576683	1.93E-06	4.39E-06	-6.26E-05	0.028334921	6.26E-02
scaffold364_size148094_1_33556	27989	-5.56576683	1.93E-06	4.39E-06	-6.26E-05	0.028334921	6.26E-02
scaffold364_size148094_34401_148094	88631	-5.282306684	4.80E-06	1.31E-05	-4.82E-05	0.046431924	4.82E-02
scaffold364_size148094_34401_148094	88813	-5.379390244	3.51E-06	9.06E-06	-5.45E-05	0.039529688	5.45E-02
scaffold369_size146377_79670_146377	8634	-5.448290999	2.81E-06	6.95E-06	-3.25E-05	0.034826193	3.25E-02
scaffold370_size146255	74269	6.210736747	2.39E-07	2.99E-07	9.37E-05	0.007686643	9.37E-02
scaffold370_size146255	78226	5.235877179	5.57E-06	1.56E-05	0.000101645	0.049783543	1.02E-01
scaffold375_size144525	118713	5.966245336	5.27E-07	8.54E-07	7.78E-05	0.01304039	7.78E-02
scaffold381_size143451	63125	-5.569183702	1.90E-06	4.33E-06	-0.000178735	0.028201028	1.79E-01
scaffold388_size142742_1_93679	38727	5.451190786	2.79E-06	6.87E-06	9.16E-05	0.034611851	9.16E-02
scaffold388_size142742_1_93679	38844	6.979271173	2.00E-08	8.49E-09	0.000127331	0.000902676	1.27E-01
scaffold389_size142697	123484	-5.23143602	5.65E-06	1.59E-05	-5.28E-05	0.049964012	5.28E-02
scaffold393_size142551	72570	-5.423892652	3.04E-06	7.64E-06	-0.000159393	0.036420582	1.59E-01
scaffold393_size142551	130075	-7.506413076	3.73E-09	5.89E-10	-4.23E-05	0.000252057	4.23E-02
scaffold399_size141095	95069	-5.680231626	1.33E-06	2.78E-06	-6.64E-05	0.022699463	6.64E-02
scaffold399_size141095	95813	-5.519703512	2.23E-06	5.26E-06	-9.51E-05	0.03057195	9.51E-02
scaffold399_size141095	95856	-5.561487976	1.95E-06	4.46E-06	-7.94E-05	0.028374768	7.94E-02
scaffold399_size141095	95857	-5.561487976	1.95E-06	4.46E-06	-7.94E-05	0.028374768	7.94E-02
scaffold399_size141095	97952	-5.519370272	2.24E-06	5.26E-06	-3.78E-05	0.03057195	3.78E-02
scaffold401_size140984	93370	-6.341514712	1.56E-07	1.67E-07	-0.000164397	0.005605925	1.64E-01
scaffold401_size140984	95799	-5.346350849	3.90E-06	1.03E-05	-0.000176368	0.041581924	1.76E-01
scaffold407_size140066	88351	-5.372499712	3.59E-06	9.30E-06	-4.18E-05	0.039952324	4.18E-02
scaffold407_size140066	88389	-5.241229732	5.47E-06	1.53E-05	-4.62E-05	0.049420383	4.62E-02
scaffold408_size139911	22822	5.262215579	5.12E-06	1.41E-05	7.91E-05	0.048101078	7.91E-02
scaffold408_size139911	30420	5.694891569	1.27E-06	2.62E-06	0.000199211	0.021967119	1.99E-01
scaffold408_size139911	33819	5.274886395	4.91E-06	1.35E-05	0.000184876	0.047092111	1.85E-01
scaffold412_size139582_99336_139582	17135	-5.309300154	4.40E-06	1.18E-05	-6.00E-05	0.044325449	6.00E-02
scaffold412_size139582_99336_139582	17646	-5.388753693	3.41E-06	8.74E-06	-7.84E-05	0.038878033	7.84E-02
scaffold418_size138560	84863	-5.249999014	5.32E-06	1.48E-05	-7.95E-05	0.048733717	7.95E-02
scaffold418_size138560	86253	-5.289045873	4.69E-06	1.28E-05	-8.82E-05	0.045947682	8.82E-02
scaffold418_size138560	86391	-5.573021881	1.88E-06	4.26E-06	-0.00010513	0.028003715	1.05E-01
scaffold418_size138560	86682	-5.33171018	4.09E-06	1.09E-05	-6.04E-05	0.042746115	6.04E-02
scaffold418_size138560	86724	-5.466386497	2.65E-06	6.48E-06	-6.37E-05	0.033447992	6.37E-02
